ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholder(s),Auditor,NIST 800-53 Control Ref,Test Procedure(s),Q1 Actual Score,Q1 Target Score,Q1 Observations,Q1 Observation Date,Q1 Testing Status,Q2 Actual Score,Q2 Target Score,Q2 Observations,Q2 Observation Date,Q2 Testing Status,Q3 Actual Score,Q3 Target Score,Q3 Observations,Q3 Observation Date,Q3 Testing Status,Q4 Actual Score,Q4 Target Score,Q4 Observations,Q4 Observation Date,Q4 Testing Status,Minimum Target,Action Plan,Artifact Name
ID.AM-07 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,Ex2: Continuously discover and analyze ad hoc data to identify new instances of designated data types,Yes,,,,"CM-12,CM-13,SI-12",,0,5,Pending vendor support,2024-03-15,Blocked,3,5,Documentation under review,2024-06-15,Pending Review,,,,,,6,5,Control validated and operating effectively,2024-12-15,Completed,5,,
ID.AM-07 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,"Ex4: Track the provenance, data owner, and geolocation of each instance of designated data types",No,,,,"CM-12,CM-13,SI-12",,,,,,,,,,,,,,,,,,,,,,5,,
ID.AM-08 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex1: Integrate cybersecurity considerations throughout the life cycles of systems, hardware, software, and services",No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,,,,,,,,,,,,,,,,,,,,,5,,
ID.AM-08 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles",Ex2: Integrate cybersecurity considerations into product life cycles,Yes,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,,,,,,,,,,,5,,
ID.AM-08 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex4: Periodically identify redundant systems, hardware, software, and services that unnecessarily increase the organization's attack surface",Yes,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,3,5,Awaiting auditor review,2024-03-15,Pending Review,6,5,Control operating as expected,2024-06-15,Completed,,,,,,6,5,Control validated and operating effectively,2024-12-15,Completed,5,,
ID.AM-08 Ex5,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex5: Properly configure and secure systems, hardware, software, and services prior to their deployment in production",Yes,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,2,5,Remediation in progress,2024-03-15,In Progress,,,,,,0,5,,2024-09-15,Not Started,3,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
ID.AM-08 Ex6,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex6: Update inventories when systems, hardware, software, and services are moved or transferred within the organization",Yes,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,0,5,,2024-03-15,Not Started,2,5,Testing in progress,2024-06-15,In Progress,,,,,,0,5,,2024-12-15,Not Started,5,,
ID.AM-08 Ex7,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex7: Securely destroy stored data based on the organization's data retention policy using the prescribed destruction method, and keep and manage a record of the destructions",Yes,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,3,5,Awaiting auditor review,2024-03-15,Pending Review,6,5,Control operating as expected,2024-06-15,Completed,,,,,,,,,,,5,,
ID.AM-08 Ex8,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex8: Securely sanitize data storage when hardware is being retired, decommissioned, reassigned, or sent for repairs or replacement",Yes,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,0,5,,2024-03-15,Not Started,3,5,Testing in progress,2024-06-15,In Progress,0,5,Dependencies not met,2024-09-15,Blocked,,,,,,5,,
ID.AM-08 Ex9,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex9: Offer methods for destroying paper, storage media, and other physical forms of data storage",Yes,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,4,5,Awaiting auditor review,2024-03-15,Pending Review,,,,,,,,,,,,,,,,5,,
ID.IM-01 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex2: Invest in third-party assessments or independent audits of the effectiveness of the organization's cybersecurity program to identify areas that need improvement,Yes,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,IA-01,IR-01,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SA-17(06),SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,0,5,,2024-03-15,Not Started,,,,,,3,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
ID.IM-01 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex3: Constantly evaluate compliance with selected cybersecurity requirements through automated means,Yes,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,IA-01,IR-01,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SA-17(06),SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,0,5,,2024-03-15,Not Started,3,5,Documentation under review,2024-06-15,Pending Review,,,,,,3,5,Implementation ongoing,2024-12-15,In Progress,5,,
ID.IM-02 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties","Ex1: Identify improvements for future incident response activities based on findings from incident response assessments (e.g., tabletop exercises and simulations, tests, internal reviews, independent audits)",Yes,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,CP-04,IA-01,IR-01,IR-03,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,3,5,Documentation under review,2024-06-15,Pending Review,5,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
