ID,Function,Function Description,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholders,Auditor,Control Implementation Description,Test Procedure(s),Observations,Current State Score,Desired State Score,Testing Status
ID.AM-05 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-05,"Assets are prioritized based on classification, criticality, resources, and impact on the mission",Ex3: Track the asset priorities and update them periodically or when significant changes to the organization occur,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.AM-07 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,"Ex1: Maintain a list of the designated data types of interest (e.g., personally identifiable information, protected health information, financial account numbers, organization intellectual property, operational technology data)",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.AM-07 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,Ex2: Continuously discover and analyze ad hoc data to identify new instances of designated data types,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.AM-07 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,Ex3: Assign data classifications to designated data types through tags or labels,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.AM-07 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,"Ex4: Track the provenance, data owner, and geolocation of each instance of designated data types",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.AM-08 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex1: Integrate cybersecurity considerations throughout the life cycles of systems, hardware, software, and services",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.AM-08 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles",Ex2: Integrate cybersecurity considerations into product life cycles,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.AM-08 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex3: Identify unofficial uses of technology to meet mission objectives (i.e., shadow IT)",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.AM-08 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex4: Periodically identify redundant systems, hardware, software, and services that unnecessarily increase the organization's attack surface",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.AM-08 Ex5,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex5: Properly configure and secure systems, hardware, software, and services prior to their deployment in production",Yes,Gerry,"Jason, James",Steve,,,,,,
